Id no.,Dex no.,id,Species,Type 1,Type 2,HP Group,Starting HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,size helper,,,Size Class,weight helper,Weight Class,Egg Group 1,Egg Group 2,Ability 1,Ability 2,Hidden Ability,Region,Relevant?
1296,12,butterfree-gigantamax,Gigantamax Butterfree,Bug,Flying,+1d6/lvl,20,4,5,9,8,7,>55,9,500,Gargantuan,5000,Massive,Bug,,Compound Eyes,,Tinted Lens,Kanto,
1297,9,blastoise-gigantamax,Gigantamax Blastoise,Water,,+1d8/lvl,21,8,10,8,10,7,>82,0,500,Gargantuan,5000,Massive,Monster,Water 1,Torrent,,Rain Dish,Kanto,
1298,812,rillaboom-gigantamax,Gigantamax Rillaboom,Grass,,+1d10/lvl,22,12,9,6,7,8,>91,10,500,Gargantuan,5000,Massive,Field,Grass,Overgrow,,Grassy Surge,Galar,
1299,25,pikachu-gigantamax,Gigantamax Pikachu,Electric,,+1d4/lvl,19,5,4,5,5,9,>68,11,500,Gargantuan,5000,Massive,Field,Fairy,Static,,Lightning Rod,Kanto,
1300,52,meowth-gigantamax,Gigantamax Meowth,Steel,,+1d6/lvl,20,6,5,4,4,4,>108,3,500,Gargantuan,5000,Massive,Field,,Pickup,Technician,Unnerve,Kanto,
1301,68,machamp-gigantamax,Gigantamax Machamp,Fighting,,+1d8/lvl,21,13,8,6,8,5,>82,0,500,Gargantuan,5000,Massive,Human-Like,,Guts,No Guard,Steadfast,Kanto,
1302,94,gengar-gigantamax,Gigantamax Gengar,Ghost,Poison,+1d6/lvl,20,6,8,17,9,13,>65,7,500,Gargantuan,5000,Massive,Amorphous,,Cursed Body,,,Kanto,
1303,99,kingler-gigantamax,Gigantamax Kingler,Water,,+1d6/lvl,20,13,11,5,5,7,>62,4,500,Gargantuan,5000,Massive,Water 3,,Hyper Cutter,Shell Armor,Sheer Force,Kanto,
1304,131,lapras-gigantamax,Gigantamax Lapras,Water,Ice,+1d12/lvl,23,8,8,8,9,6,>78,9,500,Gargantuan,5000,Massive,Monster,Water 1,Water Absorb,Shell Armor,Hydration,Kanto,
1305,133,eevee-gigantamax,Gigantamax Eevee,Normal,,+1d6/lvl,20,5,5,4,6,5,>59,1,500,Gargantuan,5000,Massive,Field,,Run Away,Adaptability,Anticipation,Kanto,
1306,143,snorlax-gigantamax,Gigantamax Snorlax,Normal,,+1d12/lvl,23,11,6,6,11,3,>114,10,500,Gargantuan,5000,Massive,Monster,,Immunity,Thick Fat,Gluttony,Kanto,
1307,521,unfezant-female,Female Unfezant,Normal,Flying,+1d8/lvl,21,11,8,6,5,9,3,11,47,Medium,63.93,Light,Flying,,Big Pecks,Super Luck,Rivalry,Unova,
1308,569,garbodor-gigantamax,Gigantamax Garbodor,Poison,,+1d8/lvl,21,9,8,6,8,7,>68,11,500,Gargantuan,5000,Massive,Mineral,,Stench,Weak Armor,Aftermath,Unova,
1309,592,frillish-female,Female Frillish,Water,Ghost,+1d6/lvl,20,4,5,6,8,4,3,11,47,Medium,72.75,Light,Amorphous,,Water Absorb,Cursed Body,Damp,Unova,
1310,593,jellicent-female,Female Jellicent,Water,Ghost,+1d10/lvl,22,6,7,8,10,6,7,3,87,Large,297.62,Heavy,Amorphous,,Water Absorb,Cursed Body,Damp,Unova,
1311,643,reshiram-activated,Activated Reshiram,Dragon,Fire,+1d10/lvl,22,12,10,15,12,9,10,6,126,Large,727.52,Massive,No Eggs Discovered,,Turboblaze,,,Unova,
1312,644,zekrom-activated,Activated Zekrom,Dragon,Electric,+1d10/lvl,22,15,12,12,10,9,9,6,114,Large,760.59,Massive,No Eggs Discovered,,Teravolt,,,Unova,
1313,646,kyurem-white-activated,White Activated Kyurem,Dragon,Ice,+1d12/lvl,23,17,10,12,9,9,11,10,142,Large,716.5,Massive,No Eggs Discovered,,Turboblaze,,,Unova,
1314,646,kyurem-black-activated,Black Activated Kyurem,Dragon,Ice,+1d12/lvl,23,17,10,12,9,9,10,10,130,Large,716.5,Massive,No Eggs Discovered,,Teravolt,,,Unova,
1315,666,vivillon-tundra,Tundra Vivillon,Bug,Flying,+1d8/lvl,21,5,5,9,5,8,3,11,47,Medium,37.48,Light,Bug,,Shield Dust,Compound Eyes,Friend Guard,Kalos,
1316,718,zygarde-complete,Complete Zygarde,Dragon,Ground,+1d12/lvl,23,10,12,9,9,8,14,9,177,Large,1344.82,Massive,No Eggs Discovered,,Power Construct,,,Kalos,
1319,809,melmetal-gigantamax,Gigantamax Melmetal,Steel,,+1d12/lvl,23,14,14,8,6,3,>82,0,500,Gargantuan,5000,Massive,No Eggs Discovered,,Iron Fist,,,Alola,
1320,815,cinderace-gigantamax,Gigantamax Cinderace,Fire,,+1d8/lvl,21,11,7,6,7,11,>88,7,500,Gargantuan,5000,Massive,Field,Human-Like,Blaze,,Libero,Galar,
1321,818,inteleon-gigantamax,Gigantamax Inteleon,Water,,+1d8/lvl,21,8,6,12,6,12,>131,3,500,Gargantuan,5000,Massive,Water 1,Field,Torrent,,Sniper,Galar,
1322,823,corviknight-gigantamax,Gigantamax Corviknight,Flying,Steel,+1d10/lvl,22,8,10,5,8,6,>45,11,500,Gargantuan,5000,Massive,Flying,,Pressure,Unnerve,Mirror Armor,Galar,
1323,826,orbeetle-gigantamax,Gigantamax Orbeetle,Bug,Psychic,+1d6/lvl,20,4,11,8,12,9,>45,11,500,Gargantuan,5000,Massive,Bug,,Swarm,Frisk,Telepathy,Galar,
1324,834,drednaw-gigantamax,Gigantamax Drednaw,Water,Rock,+1d8/lvl,21,11,9,4,6,7,>78,9,500,Gargantuan,5000,Massive,Monster,Water 1,Strong Jaw,Shell Armor,Swift Swim,Galar,
1325,839,coalossal-gigantamax,Gigantamax Coalossal,Rock,Fire,+1d10/lvl,22,8,12,8,9,3,>137,10,500,Gargantuan,5000,Massive,Mineral,,Steam Engine,Flame Body,Flash Fire,Galar,
1326,841,flapple-gigantamax,Gigantamax Flapple,Grass,Dragon,+1d8/lvl,21,11,8,9,6,7,>78,9,500,Gargantuan,5000,Massive,Grass,Dragon,Ripen,Gluttony,Hustle,Galar,
1327,842,appletun-gigantamax,Gigantamax Appletun,Grass,Dragon,+1d10/lvl,22,8,8,10,8,3,>78,9,500,Gargantuan,5000,Massive,Grass,Dragon,Ripen,Gluttony,Thick Fat,Galar,
1328,844,sandaconda-gigantamax,Gigantamax Sandaconda,Ground,,+1d8/lvl,21,10,12,6,7,7,>72,2,500,Gargantuan,5000,Massive,Field,Dragon,Sand Spit,Shed Skin,Sand Veil,Galar,
1329,849,toxtricity-gigantamax,Gigantamax Toxtricity,Electric,Poison,+1d8/lvl,21,9,7,11,7,7,>78,9,500,Gargantuan,5000,Massive,Human-Like,,Punk Rock,Plus,Technician,Galar,
1330,851,centiskorch-gigantamax,Gigantamax Centiskorch,Fire,Bug,+1d10/lvl,22,11,6,9,9,6,>246,1,500,Gargantuan,5000,Massive,Bug,,Flash Fire,White Smoke,Flame Body,Galar,
1331,858,hatterene-gigantamax,Gigantamax Hatterene,Psychic,Fairy,+1d6/lvl,20,9,9,13,10,2,>85,4,500,Gargantuan,5000,Massive,Fairy,,Healer,Anticipation,Magic Bounce,Galar,
1332,861,grimmsnarl-gigantamax,Gigantamax Grimmsnarl,Dark,Fairy,+1d10/lvl,22,12,6,9,7,6,>104,12,500,Gargantuan,5000,Massive,Fairy,Human-Like,Prankster,Frisk,Pickpocket,Galar,
1333,869,alcremie-gigantamax,Gigantamax Alcremie,Fairy,,+1d6/lvl,20,6,7,11,12,6,>98,5,500,Gargantuan,5000,Massive,Fairy,Amorphous,Sweet Veil,,Aroma Veil,Galar,
1334,879,copperajah-gigantamax,Gigantamax Copperajah,Steel,,+1d12/lvl,23,13,6,8,6,3,>75,6,500,Gargantuan,5000,Massive,Field,Mineral,Sheer Force,,Heavy Metal,Galar,
1335,884,duraludon-gigantamax,Gigantamax Duraludon,Steel,Dragon,+1d8/lvl,21,9,11,12,5,8,>141,1,500,Gargantuan,5000,Massive,Mineral,Dragon,Light Metal,Heavy Metal,Stalwart,Galar,
1336,892,urshifu-gigantamax-single-strike,Gigantamax Single Strike Urshifu,Fighting,Dark,+1d10/lvl,22,13,10,6,6,9,>95,2,500,Gargantuan,5000,Massive,No Eggs Discovered,,Unseen Fist,,,Galar,
1337,892,urshifu-gigantamax-rapid-strike,Gigantamax Rapid Strike Urshifu,Fighting,Water,+1d10/lvl,22,13,10,6,6,9,>85,4,500,Gargantuan,5000,Massive,No Eggs Discovered,,Unseen Fist,,,Galar,
1338,668,pyroar-female,Female Pyroar,Fire,Normal,+1d8/lvl,21,6,7,10,6,10,4,11,59,Medium,179.68,Medium,Field,,Rivalry,Unnerve,Moxie,Kalos,
1339,901,ursaluna-bloodmoon,Bloodmoon Ursaluna,Ground,Normal,+1d10/lvl,22,7,12,13,6,5,8,10,106,Large,734.14,Massive,Field,,Mind’s Eye,,,Hisui,
1340,201,unown-a,A Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1341,201,unown-b,B Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1342,201,unown-c,C Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1343,201,unown-d,D Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1344,201,unown-e,E Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1345,201,unown-f,F Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1346,201,unown-g,G Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1347,201,unown-h,H Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1348,201,unown-i,I Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1349,201,unown-j,J Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1350,201,unown-k,K Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1351,201,unown-l,L Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1352,201,unown-m,M Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1353,201,unown-n,N Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1354,201,unown-o,O Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1355,201,unown-p,P Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1356,201,unown-q,Q Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1357,201,unown-r,R Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1358,201,unown-s,S Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1359,201,unown-t,T Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1360,201,unown-u,U Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1361,201,unown-v,V Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1362,201,unown-w,W Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1363,201,unown-x,X Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1364,201,unown-y,Y Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1365,201,unown-z,Z Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1366,201,unown-exclamation-mark,Exclamation Mark Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1367,201,unown-question-mark,Question Mark Unown,Psychic,,+1d6/lvl,20,7,4,7,4,4,1,8,20,Small,11.02,Light,No Eggs Discovered,,Levitate,,,Johto,
1368,493,arceus-normal,Normal Arceus,Normal,,+1d12/lvl,23,12,12,12,12,12,10,6,126,Large,705.48,Massive,No Eggs Discovered,,Multitype,,,Sinnoh,
1369,493,arceus-fighting,Fighting Arceus,Fighting,,+1d12/lvl,23,12,12,12,12,12,10,6,126,Large,705.48,Massive,No Eggs Discovered,,Multitype,,,Sinnoh,
1370,493,arceus-flying,Flying Arceus,Flying,,+1d12/lvl,23,12,12,12,12,12,10,6,126,Large,705.48,Massive,No Eggs Discovered,,Multitype,,,Sinnoh,
1371,493,arceus-poison,Poison Arceus,Poison,,+1d12/lvl,23,12,12,12,12,12,10,6,126,Large,705.48,Massive,No Eggs Discovered,,Multitype,,,Sinnoh,
1372,493,arceus-ground,Ground Arceus,Ground,,+1d12/lvl,23,12,12,12,12,12,10,6,126,Large,705.48,Massive,No Eggs Discovered,,Multitype,,,Sinnoh,
1373,493,arceus-rock,Rock Arceus,Rock,,+1d12/lvl,23,12,12,12,12,12,10,6,126,Large,705.48,Massive,No Eggs Discovered,,Multitype,,,Sinnoh,
1374,493,arceus-bug,Bug Arceus,Bug,,+1d12/lvl,23,12,12,12,12,12,10,6,126,Large,705.48,Massive,No Eggs Discovered,,Multitype,,,Sinnoh,
1375,493,arceus-ghost,Ghost Arceus,Ghost,,+1d12/lvl,23,12,12,12,12,12,10,6,126,Large,705.48,Massive,No Eggs Discovered,,Multitype,,,Sinnoh,
1376,493,arceus-steel,Steel Arceus,Steel,,+1d12/lvl,23,12,12,12,12,12,10,6,126,Large,705.48,Massive,No Eggs Discovered,,Multitype,,,Sinnoh,
1377,493,arceus-fire,Fire Arceus,Fire,,+1d12/lvl,23,12,12,12,12,12,10,6,126,Large,705.48,Massive,No Eggs Discovered,,Multitype,,,Sinnoh,
1378,493,arceus-water,Water Arceus,Water,,+1d12/lvl,23,12,12,12,12,12,10,6,126,Large,705.48,Massive,No Eggs Discovered,,Multitype,,,Sinnoh,
1379,493,arceus-grass,Grass Arceus,Grass,,+1d12/lvl,23,12,12,12,12,12,10,6,126,Large,705.48,Massive,No Eggs Discovered,,Multitype,,,Sinnoh,
1380,493,arceus-electric,Electric Arceus,Electric,,+1d12/lvl,23,12,12,12,12,12,10,6,126,Large,705.48,Massive,No Eggs Discovered,,Multitype,,,Sinnoh,
1381,493,arceus-psychic,Psychic Arceus,Psychic,,+1d12/lvl,23,12,12,12,12,12,10,6,126,Large,705.48,Massive,No Eggs Discovered,,Multitype,,,Sinnoh,
1382,493,arceus-ice,Ice Arceus,Ice,,+1d12/lvl,23,12,12,12,12,12,10,6,126,Large,705.48,Massive,No Eggs Discovered,,Multitype,,,Sinnoh,
1383,493,arceus-dragon,Dragon Arceus,Dragon,,+1d12/lvl,23,12,12,12,12,12,10,6,126,Large,705.48,Massive,No Eggs Discovered,,Multitype,,,Sinnoh,
1384,493,arceus-dark,Dark Arceus,Dark,,+1d12/lvl,23,12,12,12,12,12,10,6,126,Large,705.48,Massive,No Eggs Discovered,,Multitype,,,Sinnoh,
1385,493,arceus-fairy,Fairy Arceus,Fairy,,+1d12/lvl,23,12,12,12,12,12,10,6,126,Large,705.48,Massive,No Eggs Discovered,,Multitype,,,Sinnoh,
1386,671,florges-white,White Florges,Fairy,,+1d8/lvl,21,6,6,11,15,7,3,7,43,Medium,22.05,Light,Fairy,,Flower Veil,,Symbiosis,Kalos,
1387,773,silvally-normal,Normal Silvally,Normal,,+1d10/lvl,22,9,9,9,9,9,7,7,91,Large,221.56,Medium,No Eggs Discovered,,RKS System,,,Alola,
1388,773,silvally-fighting,Fighting Silvally,Fighting,,+1d10/lvl,22,9,9,9,9,9,7,7,91,Large,221.56,Medium,No Eggs Discovered,,RKS System,,,Alola,
1389,773,silvally-flying,Flying Silvally,Flying,,+1d10/lvl,22,9,9,9,9,9,7,7,91,Large,221.56,Medium,No Eggs Discovered,,RKS System,,,Alola,
1390,773,silvally-poison,Poison Silvally,Poison,,+1d10/lvl,22,9,9,9,9,9,7,7,91,Large,221.56,Medium,No Eggs Discovered,,RKS System,,,Alola,
1391,773,silvally-ground,Ground Silvally,Ground,,+1d10/lvl,22,9,9,9,9,9,7,7,91,Large,221.56,Medium,No Eggs Discovered,,RKS System,,,Alola,
1392,773,silvally-rock,Rock Silvally,Rock,,+1d10/lvl,22,9,9,9,9,9,7,7,91,Large,221.56,Medium,No Eggs Discovered,,RKS System,,,Alola,
1393,773,silvally-bug,Bug Silvally,Bug,,+1d10/lvl,22,9,9,9,9,9,7,7,91,Large,221.56,Medium,No Eggs Discovered,,RKS System,,,Alola,
1394,773,silvally-ghost,Ghost Silvally,Ghost,,+1d10/lvl,22,9,9,9,9,9,7,7,91,Large,221.56,Medium,No Eggs Discovered,,RKS System,,,Alola,
1395,773,silvally-steel,Steel Silvally,Steel,,+1d10/lvl,22,9,9,9,9,9,7,7,91,Large,221.56,Medium,No Eggs Discovered,,RKS System,,,Alola,
1396,773,silvally-fire,Fire Silvally,Fire,,+1d10/lvl,22,9,9,9,9,9,7,7,91,Large,221.56,Medium,No Eggs Discovered,,RKS System,,,Alola,
1397,773,silvally-water,Water Silvally,Water,,+1d10/lvl,22,9,9,9,9,9,7,7,91,Large,221.56,Medium,No Eggs Discovered,,RKS System,,,Alola,
1398,773,silvally-grass,Grass Silvally,Grass,,+1d10/lvl,22,9,9,9,9,9,7,7,91,Large,221.56,Medium,No Eggs Discovered,,RKS System,,,Alola,
1399,773,silvally-electric,Electric Silvally,Electric,,+1d10/lvl,22,9,9,9,9,9,7,7,91,Large,221.56,Medium,No Eggs Discovered,,RKS System,,,Alola,
1400,773,silvally-psychic,Psychic Silvally,Psychic,,+1d10/lvl,22,9,9,9,9,9,7,7,91,Large,221.56,Medium,No Eggs Discovered,,RKS System,,,Alola,
1401,773,silvally-ice,Ice Silvally,Ice,,+1d10/lvl,22,9,9,9,9,9,7,7,91,Large,221.56,Medium,No Eggs Discovered,,RKS System,,,Alola,
1402,773,silvally-dragon,Dragon Silvally,Dragon,,+1d10/lvl,22,9,9,9,9,9,7,7,91,Large,221.56,Medium,No Eggs Discovered,,RKS System,,,Alola,
1403,773,silvally-dark,Dark Silvally,Dark,,+1d10/lvl,22,9,9,9,9,9,7,7,91,Large,221.56,Medium,No Eggs Discovered,,RKS System,,,Alola,
1404,773,silvally-fairy,Fairy Silvally,Fairy,,+1d10/lvl,22,9,9,9,9,9,7,7,91,Large,221.56,Medium,No Eggs Discovered,,RKS System,,,Alola,
1405,1007,koraidon-limited,Limited Koraidon,Fighting,Dragon,+1d10/lvl,22,13,11,8,10,13,11,6,138,Large,668,Massive,No Eggs Discovered,,Orichalcum Pulse,,,Paldea,
1406,1007,koraidon-sprinting,Sprinting Koraidon,Fighting,Dragon,+1d10/lvl,22,13,11,8,10,13,11,6,138,Large,668,Massive,No Eggs Discovered,,Orichalcum Pulse,,,Paldea,
1407,1007,koraidon-swimming,Swimming Koraidon,Fighting,Dragon,+1d10/lvl,22,13,11,8,10,13,11,6,138,Large,668,Massive,No Eggs Discovered,,Orichalcum Pulse,,,Paldea,
1408,1007,koraidon-gliding,Gliding Koraidon,Fighting,Dragon,+1d10/lvl,22,13,11,8,10,13,11,6,138,Large,668,Massive,No Eggs Discovered,,Orichalcum Pulse,,,Paldea,
1409,1008,miraidon-low-power,Low Power Miraidon,Electric,Dragon,+1d10/lvl,22,8,10,13,11,13,11,6,138,Large,529.11,Massive,No Eggs Discovered,,Hadron Engine,,,Paldea,
1410,1008,miraidon-drive,Drive Miraidon,Electric,Dragon,+1d10/lvl,22,8,10,13,11,13,11,6,138,Large,529.11,Massive,No Eggs Discovered,,Hadron Engine,,,Paldea,
1411,1008,miraidon-aquatic,Aquatic Miraidon,Electric,Dragon,+1d10/lvl,22,8,10,13,11,13,11,6,138,Large,529.11,Massive,No Eggs Discovered,,Hadron Engine,,,Paldea,
1412,1008,miraidon-glide,Glide Miraidon,Electric,Dragon,+1d10/lvl,22,8,10,13,11,13,11,6,138,Large,529.11,Massive,No Eggs Discovered,,Hadron Engine,,,Paldea,
1413,25,pikachu-partner,Partner Pikachu,Electric,,+1d4/lvl,19,5,4,5,5,9,1,4,16,Small,13.23,Light,Field,Fairy,Static,,Lightning Rod,Kanto,
1414,133,eevee-partner,Partner Eevee,Normal,,+1d6/lvl,20,5,5,4,6,5,0,12,12,Small,14.33,Light,Field,,Run Away,Adaptability,Anticipation,Kanto,
1415,172,pichu-spiky-ears,Spiky Ears Pichu,Electric,,+1d4/lvl,19,4,1,3,3,6,0,12,12,Small,4.41,Feather,No Eggs Discovered,,Static,,Lightning Rod,Johto,
1416,20,raticate-totem,Totem Raticate,Normal,,+1d6/lvl,20,8,6,5,7,9,4,7,55,Medium,231.49,Medium,Field,,Run Away,Guts,Hustle,Kanto,
1417,20,raticate-alolan-totem,Alolan Totem Raticate,Dark,Normal,+1d8/lvl,21,7,7,4,8,7,4,7,55,Medium,231.49,Medium,Field,,Gluttony,Hustle,Thick Fat,Alola,
1418,25,pikachu-pop-star,Pop Star Pikachu,Electric,,+1d4/lvl,19,5,4,5,5,9,1,4,16,Small,13.23,Light,Field,Fairy,Static,,Lightning Rod,Kanto,
1419,25,pikachu-rock-star,Rock Star Pikachu,Electric,,+1d4/lvl,19,5,4,5,5,9,1,4,16,Small,13.23,Light,Field,Fairy,Static,,Lightning Rod,Kanto,
1420,105,marowak-alolan-totem,Alolan Totem Marowak,Fire,Ghost,+1d6/lvl,20,8,11,5,8,4,5,7,67,Medium,216.05,Medium,Monster,,Cursed Body,Lightning Rod,Rock Head,Alola,
1421,735,gumshoos-totem,Totem Gumshoos,Normal,,+1d8/lvl,21,11,6,5,6,4,4,7,55,Medium,132.28,Medium,Field,,Strong Jaw,Stakeout,Adaptability,Alola,
1422,738,vikavolt-totem,Totem Vikavolt,Bug,Electric,+1d8/lvl,21,7,9,14,7,4,8,6,102,Large,325.18,Heavy,Bug,,Levitate,,,Alola,
1423,743,ribombee-totem,Totem Ribombee,Bug,Fairy,+1d6/lvl,20,5,6,9,7,12,1,4,16,Small,4.41,Feather,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,Alola,
1424,752,araquanid-totem,Totem Araquanid,Water,Bug,+1d6/lvl,20,7,9,5,13,4,10,2,122,Large,479.5,Heavy,Water 1,Bug,Water Bubble,,Water Absorb,Alola,
1425,754,lurantis-totem,Totem Lurantis,Grass,,+1d8/lvl,21,10,9,8,9,4,4,11,59,Medium,127.87,Medium,Grass,,Leaf Guard,,Contrary,Alola,
1426,758,salazzle-totem,Totem Salazzle,Poison,Fire,+1d6/lvl,20,6,6,11,6,11,6,11,83,Medium,178.57,Medium,Monster,Dragon,Corrosion,,Oblivious,Alola,
1427,777,togedemaru-totem,Totem Togedemaru,Electric,Steel,+1d6/lvl,20,9,6,4,7,9,1,12,24,Small,28.66,Light,Field,Fairy,Iron Barbs,Lightning Rod,Sturdy,Alola,
1428,778,mimikyu-totem,Totem Mimikyu,Ghost,Fairy,+1d6/lvl,20,9,8,5,10,9,1,4,16,Small,6.17,Feather,Amorphous,,Disguise,,,Alola,
1429,784,kommo-o-totem,O Totem Kommo,Dragon,Fighting,+1d8/lvl,21,11,12,10,10,8,7,10,94,Large,456.36,Heavy,Dragon,,Bulletproof,Soundproof,Overcoat,Alola,
1430,854,sinistea-phony,Phony Sinistea,Ghost,,+1d4/lvl,19,4,4,7,5,5,0,4,4,Small,0.44,Feather,Mineral,Amorphous,Weak Armor,,Cursed Body,Galar,
1431,855,polteageist-phony,Phony Polteageist,Ghost,,+1d6/lvl,20,6,6,13,11,7,0,8,8,Small,0.88,Feather,Mineral,Amorphous,Weak Armor,,Cursed Body,Galar,
1432,1012,poltchageist-counterfeit,Counterfeit Poltchageist,Grass,Ghost,+1d4/lvl,19,4,4,7,5,5,0,4,4,Small,2.43,Feather,Mineral,Amorphous,Hospitality,,Heatproof,Paldea,
1433,1013,sinistcha-unremarkable,Unremarkable Sinistcha,Grass,Ghost,+1d8/lvl,21,6,10,12,8,7,0,8,8,Small,4.85,Feather,Mineral,Amorphous,Hospitality,,Heatproof,Paldea,
1434,36,clefable-mega-evolution,Mega Clefable,Fairy,Flying,+1d10/lvl,22,8,9,13,11,7,5,7,67,Medium,93.26,Light,Fairy,,,,,Kalos,
1435,71,victreebel-mega-evolution,Mega Victreebel,Grass,Poison,+1d8/lvl,21,12,8,13,9,7,14,9,177,Large,276.68,Heavy,Grass,,,,,Kalos,
1436,121,starmie-mega-evolution,Mega Starmie,Water,Psychic,+1d6/lvl,20,14,10,13,10,12,7,7,91,Large,176.37,Medium,Water 3,,,,,Kalos,
1437,149,dragonite-mega-evolution,Mega Dragonite,Dragon,Flying,+1d8/lvl,21,12,11,14,12,10,7,3,87,Large,639.34,Massive,Water 1,Dragon,,,,Kalos,
1438,154,meganium-mega-evolution,Mega Meganium,Grass,Fairy,+1d8/lvl,21,9,11,14,11,8,7,10,94,Large,443.13,Heavy,Monster,Grass,,,,Kalos,
1439,160,feraligatr-mega-evolution,Mega Feraligatr,Water,Dragon,+1d8/lvl,21,16,12,8,9,7,7,7,91,Large,239.86,Medium,Monster,Water 1,,,,Kalos,
1440,227,skarmory-mega-evolution,Mega Skarmory,Steel,Flying,+1d6/lvl,20,14,11,4,10,11,5,7,67,Medium,89.07,Light,Flying,,,,,Kalos,
1441,478,froslass-mega-evolution,Mega Froslass,Ice,Ghost,+1d8/lvl,21,8,7,14,10,12,8,6,102,Large,65.26,Light,Fairy,Mineral,,,,Kalos,
1442,500,emboar-mega-evolution,Mega Emboar,Fire,Fighting,+1d10/lvl,22,14,7,11,11,7,5,11,71,Medium,397.49,Heavy,Field,,,,,Kalos,
1443,530,excadrill-mega-evolution,Mega Excadrill,Ground,Steel,+1d10/lvl,22,16,10,6,6,10,2,11,35,Small,132.28,Medium,Field,,,,,Kalos,
1444,545,scolipede-mega-evolution,Mega Scolipede,Bug,Poison,+1d6/lvl,20,14,14,7,9,6,10,6,126,Large,508.16,Massive,Bug,,,,,Kalos,
1445,560,scrafty-mega-evolution,Mega Scrafty,Dark,Fighting,+1d6/lvl,20,13,13,5,13,6,3,7,43,Medium,68.34,Light,Field,Dragon,,,,Kalos,
